x,y,existing_z_m,design_z_m,cut_fill_m,field_zone
1033.865,956.526,111.857,103.6134450911525,8.2435549088475,Heavy Cut > 2.0 m
1034.865,956.526,109.229,103.59392157693325,5.635078423066744,Heavy Cut > 2.0 m
1035.865,956.526,109.229,103.58544383394698,5.643556166053017,Heavy Cut > 2.0 m
1036.865,956.526,108.608,103.58965068892414,5.018349311075866,Heavy Cut > 2.0 m
1037.865,956.526,108.608,103.6010659690413,5.006934030958703,Heavy Cut > 2.0 m
1038.865,956.526,108.608,103.61273819436339,4.995261805636616,Heavy Cut > 2.0 m
1039.865,956.526,108.608,103.61980123964193,4.988198760358074,Heavy Cut > 2.0 m
1040.865,956.526,108.608,103.62204270822077,4.985957291779229,Heavy Cut > 2.0 m
1041.865,956.526,108.608,103.6221558159459,4.985844184054102,Heavy Cut > 2.0 m
997.865,957.526,121.14,105.29896917430568,15.841030825694318,Heavy Cut > 2.0 m
998.865,957.526,121.14,105.53233981488235,15.607660185117652,Heavy Cut > 2.0 m
999.865,957.526,121.14,105.70883334849078,15.431166651509216,Heavy Cut > 2.0 m
1000.865,957.526,121.14,105.92359451491794,15.216405485082063,Heavy Cut > 2.0 m
1001.865,957.526,121.149,106.1979888708442,14.951011129155802,Heavy Cut > 2.0 m
1002.865,957.526,120.01915865519446,106.42550880794295,13.593649847251513,Heavy Cut > 2.0 m
1003.865,957.526,121.02240181064198,106.53712956396534,14.485272246676644,Heavy Cut > 2.0 m
1004.865,957.526,120.68133414315844,106.56905944914217,14.112274694016264,Heavy Cut > 2.0 m
